satisfaction_id,consult_id,customer_id,survey_date,csat,nps,comment,consult_date,channel,category,duration_min,status,is_recontact,agent_id,region,plan,churn_yn
SAT0377,CON0377,C138,2024-09-02,5,6,,2024-08-31,전화,요금문의,16.0,완료,N,AG11,기타,스탠다드,N
SAT0378,CON0378,C139,2024-04-21,5,8,정말 친절하게 도와주셔서 감사해요!,2024-04-20,전화,장애신고,20.0,완료,N,AG06,서울,베이직,N
SAT0379,CON0379,C139,2024-02-07,3,8,그럭저럭이에요.,2024-02-06,앱,해지문의,7.0,완료,Y,AG10,서울,베이직,N
SAT0380,CON0380,C139,2024-03-22,5,8,,2024-03-19,채팅,장애신고,10.0,완료,N,AG13,서울,베이직,N
SAT0381,CON0381,C140,2024-11-19,5,6,빠른 처리에 매우 만족합니다.,2024-11-18,채팅,장애신고,10.0,완료,N,AG11,서울,스탠다드,N
SAT0382,CON0382,C140,2024-05-27,4,2,상담사가 친절했어요.,2024-05-26,채팅,요금문의,9.0,완료,N,AG05,서울,스탠다드,N
SAT0383,CON0383,C140,2024-05-04,3,7,해결은 됐는데 시간이 좀 걸렸어요.,2024-05-03,채팅,해지문의,10.0,완료,N,AG02,서울,스탠다드,N
SAT0384,CON0384,C140,2024-04-16,2,2,,2024-04-14,채팅,요금문의,8.0,재문의,Y,AG11,서울,스탠다드,N
SAT0385,CON0385,C141,2024-07-24,3,5,,2024-07-21,이메일,요금문의,,미해결,Y,AG01,서울,프리미엄,N
SAT0386,CON0386,C142,2024-07-12,3,8,그럭저럭이에요.,2024-07-11,채팅,요금문의,11.0,완료,Y,AG12,서울,프리미엄,N
SAT0387,CON0387,C142,2024-09-23,2,2,처리가 느렸어요.,2024-09-22,이메일,부가서비스,,완료,N,AG18,서울,프리미엄,N
SAT0388,CON0388,C143,2024-10-12,3,6,보통이에요.,2024-10-10,채팅,해지문의,8.0,미해결,N,AG13,서울,스탠다드,N
SAT0389,CON0389,C143,2024-11-29,4,3,,2024-11-27,전화,장애신고,7.0,완료,Y,AG17,서울,스탠다드,N
SAT0390,CON0390,C144,2024-04-11,4,5,,2024-04-08,전화,요금문의,19.0,재문의,N,AG02,부산,스탠다드,N
SAT0391,CON0391,C145,2024-05-06,5,7,정말 친절하게 도와주셔서 감사해요!,2024-05-03,전화,해지문의,25.0,완료,N,AG02,서울,베이직,N
SAT0392,CON0392,C145,2024-08-18,3,8,해결은 됐는데 시간이 좀 걸렸어요.,2024-08-15,이메일,장애신고,,미해결,Y,AG16,서울,베이직,N
SAT0393,CON0393,C146,2024-02-19,3,8,보통이에요.,2024-02-18,전화,장애신고,26.0,완료,N,AG09,부산,프리미엄,N
SAT0394,CON0394,C146,2024-06-26,3,6,그럭저럭이에요.,2024-06-24,전화,장애신고,19.0,완료,N,AG15,부산,프리미엄,N
SAT0395,CON0395,C146,2024-05-04,3,0,해결은 됐는데 시간이 좀 걸렸어요.,2024-05-01,이메일,명의변경,,완료,Y,AG02,부산,프리미엄,N
SAT0396,CON0396,C147,2024-12-20,3,4,보통이에요.,2024-12-17,이메일,장애신고,,재문의,N,AG05,경기,프리미엄,N
SAT0397,CON0397,C147,2024-12-20,3,4,,2024-12-19,채팅,해지문의,9.0,완료,Y,AG17,경기,프리미엄,N
SAT0398,CON0398,C148,2024-08-24,4,8,,2024-08-23,채팅,기타,5.0,완료,Y,AG17,경기,스탠다드,N
SAT0399,CON0399,C148,2024-10-16,3,5,,2024-10-14,채팅,요금문의,7.0,완료,N,AG07,경기,스탠다드,N
SAT0400,CON0400,C148,2024-02-08,5,6,정말 친절하게 도와주셔서 감사해요!,2024-02-06,전화,요금문의,17.0,재문의,N,AG04,경기,스탠다드,N
SAT0401,CON0401,C149,2024-07-18,4,5,,2024-07-16,채팅,명의변경,10.0,미해결,Y,AG06,기타,베이직,N
SAT0402,CON0402,C149,2024-02-14,4,7,,2024-02-11,전화,해지문의,28.0,완료,N,AG16,기타,베이직,N
SAT0403,CON0403,C149,2024-11-05,4,5,대체로 만족스러웠어요.,2024-11-03,전화,해지문의,29.0,완료,N,AG17,기타,베이직,N
SAT0404,CON0404,C149,2024-12-09,3,5,해결은 됐는데 시간이 좀 걸렸어요.,2024-12-08,채팅,요금문의,3.0,미해결,N,AG10,기타,베이직,N
SAT0405,CON0405,C151,2024-10-19,4,1,,2024-10-17,이메일,요금문의,,미해결,N,AG04,대구,스탠다드,Y
SAT0406,CON0406,C151,2024-10-17,5,4,,2024-10-15,전화,장애신고,18.0,완료,N,AG14,대구,스탠다드,Y
SAT0407,CON0407,C151,2024-10-20,3,6,보통이에요.,2024-10-17,이메일,부가서비스,,재문의,N,AG16,대구,스탠다드,Y
SAT0408,CON0408,C151,2024-10-15,4,10,,2024-10-12,전화,기타,18.0,완료,N,AG01,대구,스탠다드,Y
SAT0409,CON0409,C151,2024-10-24,3,7,그럭저럭이에요.,2024-10-23,채팅,요금문의,12.0,완료,Y,AG01,대구,스탠다드,Y
SAT0410,CON0410,C152,2024-03-07,3,6,,2024-03-04,전화,해지문의,27.0,완료,N,AG20,인천,스탠다드,N
SAT0411,CON0411,C152,2024-03-02,4,10,상담사가 친절했어요.,2024-03-01,전화,해지문의,19.0,완료,N,AG07,인천,스탠다드,N
SAT0412,CON0412,C152,2024-12-28,4,7,,2024-12-25,전화,요금문의,18.0,완료,N,AG05,인천,스탠다드,N
SAT0413,CON0413,C152,2024-07-14,1,7,너무 불만족스러워요.,2024-07-12,이메일,장애신고,,완료,N,AG09,인천,스탠다드,N
SAT0414,CON0414,C153,2024-03-22,3,6,,2024-03-21,채팅,장애신고,6.0,재문의,N,AG12,서울,프리미엄,N
SAT0415,CON0415,C153,2024-07-30,4,8,상담사가 친절했어요.,2024-07-28,전화,장애신고,8.0,완료,N,AG18,서울,프리미엄,N
SAT0416,CON0416,C153,2024-09-20,2,7,개선이 필요한 것 같아요.,2024-09-18,채팅,해지문의,10.0,완료,N,AG14,서울,프리미엄,N
SAT0417,CON0417,C153,2024-11-02,5,7,,2024-11-01,전화,부가서비스,23.0,완료,N,AG18,서울,프리미엄,N
SAT0418,CON0418,C154,2024-01-08,4,10,상담사가 친절했어요.,2024-01-06,전화,장애신고,8.0,완료,Y,AG01,경기,프리미엄,N
SAT0419,CON0419,C154,2024-11-13,3,6,그럭저럭이에요.,2024-11-12,채팅,해지문의,11.0,완료,N,AG09,경기,프리미엄,N
SAT0420,CON0420,C154,2024-10-08,4,8,,2024-10-06,앱,부가서비스,9.0,완료,N,AG11,경기,프리미엄,N
SAT0421,CON0421,C155,2024-08-12,3,5,해결은 됐는데 시간이 좀 걸렸어요.,2024-08-09,채팅,요금문의,10.0,재문의,N,AG06,서울,스탠다드,N
SAT0422,CON0422,C155,2024-12-17,2,6,,2024-12-16,채팅,해지문의,7.0,완료,N,AG07,서울,스탠다드,N
SAT0423,CON0423,C155,2024-08-06,3,5,,2024-08-04,앱,명의변경,3.0,완료,N,AG14,서울,스탠다드,N
SAT0424,CON0424,C156,2024-08-26,4,7,,2024-08-23,전화,요금문의,15.0,재문의,N,AG12,서울,베이직,N
SAT0425,CON0425,C157,2024-12-31,4,6,도움이 됐습니다.,2024-12-28,전화,해지문의,24.0,재문의,N,AG04,인천,스탠다드,N
SAT0426,CON0426,C157,2024-04-13,4,2,상담사가 친절했어요.,2024-04-11,채팅,요금문의,13.0,재문의,N,AG08,인천,스탠다드,N
SAT0427,CON0427,C157,2024-03-12,2,3,개선이 필요한 것 같아요.,2024-03-10,채팅,명의변경,8.0,완료,Y,AG06,인천,스탠다드,N
SAT0428,CON0428,C157,2024-01-17,4,7,대체로 만족스러웠어요.,2024-01-14,전화,해지문의,21.0,재문의,Y,AG09,인천,스탠다드,N
SAT0429,CON0429,C158,2024-12-22,4,5,도움이 됐습니다.,2024-12-20,전화,명의변경,20.0,완료,N,AG05,서울,스탠다드,N
SAT0430,CON0430,C158,2024-06-18,3,6,,2024-06-17,채팅,해지문의,7.0,완료,N,AG20,서울,스탠다드,N
SAT0431,CON0431,C158,2024-02-03,2,6,개선이 필요한 것 같아요.,2024-02-01,앱,해지문의,7.0,미해결,N,AG20,서울,스탠다드,N
SAT0432,CON0432,C159,2024-08-03,4,4,상담사가 친절했어요.,2024-08-01,전화,기타,5.0,완료,N,AG20,서울,베이직,Y
SAT0433,CON0433,C159,2024-08-13,2,3,,2024-08-10,전화,장애신고,28.0,완료,N,AG03,서울,베이직,Y
SAT0434,CON0434,C159,2024-08-08,1,4,너무 불만족스러워요.,2024-08-05,이메일,요금문의,,미해결,Y,AG01,서울,베이직,Y
SAT0435,CON0435,C159,2024-08-12,2,3,기대보다 별로였어요.,2024-08-10,전화,요금문의,9.0,완료,Y,AG19,서울,베이직,Y
SAT0436,CON0436,C159,2024-07-20,3,4,해결은 됐는데 시간이 좀 걸렸어요.,2024-07-19,채팅,요금문의,10.0,완료,Y,AG08,서울,베이직,Y
SAT0437,CON0437,C160,2024-06-20,2,4,,2024-06-17,채팅,해지문의,7.0,미해결,Y,AG20,서울,베이직,N
SAT0438,CON0438,C160,2024-07-24,3,7,보통이에요.,2024-07-22,전화,장애신고,15.0,완료,Y,AG09,서울,베이직,N
SAT0439,CON0439,C160,2024-01-20,4,5,도움이 됐습니다.,2024-01-19,전화,해지문의,23.0,완료,N,AG02,서울,베이직,N
SAT0440,CON0440,C160,2024-03-16,2,7,처리가 느렸어요.,2024-03-15,채팅,해지문의,4.0,미해결,Y,AG04,서울,베이직,N
SAT0441,CON0441,C161,2024-05-15,4,4,대체로 만족스러웠어요.,2024-05-12,전화,부가서비스,28.0,완료,N,AG11,경기,스탠다드,N
SAT0442,CON0442,C161,2024-05-08,2,4,,2024-05-06,채팅,요금문의,6.0,재문의,N,AG15,경기,스탠다드,N
SAT0443,CON0443,C161,2024-06-27,2,6,처리가 느렸어요.,2024-06-24,전화,명의변경,10.0,완료,N,AG18,경기,스탠다드,N
SAT0444,CON0444,C162,2024-04-26,4,8,도움이 됐습니다.,2024-04-24,전화,부가서비스,28.0,미해결,Y,AG19,기타,베이직,N
SAT0445,CON0445,C163,2024-04-20,4,6,상담사가 친절했어요.,2024-04-17,전화,장애신고,23.0,완료,N,AG11,경기,스탠다드,N
SAT0446,CON0446,C163,2024-12-21,2,8,개선이 필요한 것 같아요.,2024-12-19,이메일,부가서비스,,재문의,N,AG20,경기,스탠다드,N
SAT0447,CON0447,C163,2024-08-23,4,3,대체로 만족스러웠어요.,2024-08-21,전화,요금문의,10.0,완료,N,AG10,경기,스탠다드,N
SAT0448,CON0448,C164,2024-01-10,5,5,빠른 처리에 매우 만족합니다.,2024-01-09,채팅,요금문의,8.0,완료,Y,AG08,인천,프리미엄,N
SAT0449,CON0449,C164,2024-12-29,1,0,전혀 해결이 안 됐어요.,2024-12-26,이메일,명의변경,,완료,N,AG06,인천,프리미엄,N
SAT0450,CON0450,C165,2024-06-22,4,5,상담사가 친절했어요.,2024-06-21,앱,해지문의,6.0,완료,Y,AG16,경기,스탠다드,N
SAT0451,CON0451,C166,2024-05-19,2,7,기대보다 별로였어요.,2024-05-16,이메일,기타,,재문의,N,AG13,서울,베이직,N
SAT0452,CON0452,C166,2024-06-12,3,6,,2024-06-11,채팅,요금문의,12.0,완료,Y,AG05,서울,베이직,N
SAT0453,CON0453,C167,2024-04-01,3,6,,2024-03-30,전화,해지문의,28.0,완료,N,AG05,서울,베이직,N
SAT0454,CON0454,C168,2024-10-29,4,7,대체로 만족스러웠어요.,2024-10-26,전화,요금문의,24.0,완료,N,AG17,부산,베이직,N
SAT0455,CON0455,C168,2024-07-04,4,5,,2024-07-03,채팅,해지문의,5.0,재문의,N,AG15,부산,베이직,N
SAT0456,CON0456,C169,2024-02-01,3,7,그럭저럭이에요.,2024-01-29,전화,요금문의,8.0,완료,Y,AG03,인천,스탠다드,N
SAT0457,CON0457,C169,2024-11-28,4,10,상담사가 친절했어요.,2024-11-25,전화,부가서비스,13.0,완료,N,AG04,인천,스탠다드,N
SAT0458,CON0458,C169,2024-03-25,5,6,빠른 처리에 매우 만족합니다.,2024-03-24,전화,장애신고,17.0,미해결,N,AG06,인천,스탠다드,N
SAT0459,CON0459,C170,2024-03-19,3,7,,2024-03-18,채팅,기타,14.0,완료,N,AG13,기타,베이직,N
SAT0460,CON0460,C170,2024-09-10,4,6,도움이 됐습니다.,2024-09-08,전화,장애신고,17.0,완료,N,AG19,기타,베이직,N
SAT0461,CON0461,C170,2024-12-12,3,7,,2024-12-09,채팅,요금문의,9.0,미해결,N,AG19,기타,베이직,N
SAT0462,CON0462,C171,2024-07-30,3,7,해결은 됐는데 시간이 좀 걸렸어요.,2024-07-28,전화,해지문의,14.0,완료,N,AG19,서울,스탠다드,Y
SAT0463,CON0463,C171,2024-09-16,3,1,,2024-09-14,전화,장애신고,18.0,완료,N,AG07,서울,스탠다드,Y
SAT0464,CON0464,C171,2024-09-03,3,0,,2024-09-01,채팅,요금문의,5.0,미해결,N,AG18,서울,스탠다드,Y
SAT0465,CON0465,C171,2024-09-03,1,2,다음엔 이용하고 싶지 않아요.,2024-09-02,전화,명의변경,23.0,재문의,N,AG17,서울,스탠다드,Y
SAT0466,CON0466,C171,2024-09-16,2,4,처리가 느렸어요.,2024-09-13,채팅,명의변경,9.0,완료,Y,AG07,서울,스탠다드,Y
SAT0467,CON0467,C172,2024-11-19,1,3,,2024-11-18,이메일,명의변경,,완료,N,AG02,기타,스탠다드,N
SAT0468,CON0468,C172,2024-09-19,3,4,그럭저럭이에요.,2024-09-16,전화,장애신고,31.0,완료,N,AG18,기타,스탠다드,N
SAT0469,CON0469,C172,2024-10-13,4,9,대체로 만족스러웠어요.,2024-10-10,채팅,요금문의,2.0,완료,N,AG07,기타,스탠다드,N
SAT0470,CON0470,C173,2024-07-25,4,6,도움이 됐습니다.,2024-07-23,앱,해지문의,4.0,완료,Y,AG17,인천,프리미엄,N
SAT0471,CON0471,C173,2024-05-08,3,4,그럭저럭이에요.,2024-05-07,이메일,요금문의,,완료,N,AG04,인천,프리미엄,N
SAT0472,CON0472,C174,2024-01-03,3,7,보통이에요.,2024-01-02,전화,요금문의,6.0,미해결,Y,AG03,기타,프리미엄,N
SAT0473,CON0473,C174,2024-04-18,2,6,개선이 필요한 것 같아요.,2024-04-17,앱,요금문의,3.0,완료,N,AG17,기타,프리미엄,N
SAT0474,CON0474,C174,2024-01-28,5,4,,2024-01-26,전화,요금문의,5.0,재문의,N,AG13,기타,프리미엄,N
SAT0475,CON0475,C175,2024-05-05,4,7,,2024-05-03,전화,장애신고,17.0,완료,N,AG03,인천,프리미엄,N
SAT0476,CON0476,C175,2024-06-01,3,8,해결은 됐는데 시간이 좀 걸렸어요.,2024-05-29,채팅,장애신고,11.0,완료,N,AG08,인천,프리미엄,N
SAT0477,CON0477,C175,2024-10-31,3,9,해결은 됐는데 시간이 좀 걸렸어요.,2024-10-28,전화,요금문의,21.0,완료,N,AG06,인천,프리미엄,N
SAT0478,CON0478,C176,2024-11-06,4,6,대체로 만족스러웠어요.,2024-11-05,채팅,장애신고,10.0,완료,N,AG12,서울,베이직,N
SAT0479,CON0479,C177,2024-09-03,5,8,문제가 바로 해결됐어요. 최고입니다.,2024-08-31,전화,기타,20.0,완료,N,AG19,서울,스탠다드,N
SAT0480,CON0480,C177,2024-02-08,3,6,그럭저럭이에요.,2024-02-07,채팅,명의변경,4.0,완료,N,AG16,서울,스탠다드,N
SAT0481,CON0481,C178,2024-10-28,2,6,,2024-10-25,이메일,부가서비스,,완료,N,AG02,서울,프리미엄,N
SAT0482,CON0482,C178,2024-12-29,3,2,그럭저럭이에요.,2024-12-28,이메일,요금문의,,완료,Y,AG12,서울,프리미엄,N
SAT0483,CON0483,C178,2024-06-30,4,4,도움이 됐습니다.,2024-06-29,채팅,명의변경,7.0,완료,Y,AG15,서울,프리미엄,N
SAT0484,CON0484,C178,2024-02-19,3,7,해결은 됐는데 시간이 좀 걸렸어요.,2024-02-17,전화,명의변경,18.0,재문의,N,AG03,서울,프리미엄,N
SAT0485,CON0485,C179,2024-07-04,4,7,대체로 만족스러웠어요.,2024-07-02,앱,해지문의,0.0,재문의,N,AG01,서울,베이직,N
SAT0486,CON0486,C179,2024-06-10,3,6,해결은 됐는데 시간이 좀 걸렸어요.,2024-06-08,채팅,부가서비스,3.0,재문의,N,AG13,서울,베이직,N
SAT0487,CON0487,C179,2024-10-21,2,4,,2024-10-19,채팅,명의변경,9.0,완료,N,AG05,서울,베이직,N
SAT0488,CON0488,C180,2024-09-19,4,8,상담사가 친절했어요.,2024-09-16,이메일,요금문의,,미해결,N,AG10,경기,프리미엄,N
SAT0489,CON0489,C181,2024-03-31,3,7,보통이에요.,2024-03-30,전화,해지문의,20.0,완료,N,AG19,경기,스탠다드,N
SAT0490,CON0490,C181,2024-06-23,3,6,보통이에요.,2024-06-22,이메일,장애신고,,완료,Y,AG11,경기,스탠다드,N
SAT0491,CON0491,C181,2024-09-18,5,9,문제가 바로 해결됐어요. 최고입니다.,2024-09-16,전화,장애신고,16.0,완료,N,AG03,경기,스탠다드,N
SAT0492,CON0492,C181,2024-05-26,4,5,,2024-05-25,채팅,요금문의,3.0,완료,N,AG03,경기,스탠다드,N
SAT0493,CON0493,C182,2024-01-25,3,8,해결은 됐는데 시간이 좀 걸렸어요.,2024-01-23,채팅,장애신고,7.0,미해결,N,AG16,경기,스탠다드,N
SAT0494,CON0494,C183,2024-05-01,3,6,,2024-04-29,이메일,장애신고,,완료,N,AG20,서울,스탠다드,N
SAT0495,CON0495,C183,2024-03-16,4,4,,2024-03-14,채팅,요금문의,5.0,완료,N,AG11,서울,스탠다드,N
SAT0496,CON0496,C183,2024-10-02,5,5,빠른 처리에 매우 만족합니다.,2024-10-01,전화,요금문의,19.0,재문의,N,AG15,서울,스탠다드,N
SAT0497,CON0497,C183,2024-01-08,2,5,기대보다 별로였어요.,2024-01-06,이메일,해지문의,,완료,N,AG02,서울,스탠다드,N
SAT0498,CON0498,C184,2024-09-29,3,6,보통이에요.,2024-09-27,이메일,해지문의,,재문의,N,AG10,서울,스탠다드,N
SAT0499,CON0499,C184,2024-12-11,4,6,도움이 됐습니다.,2024-12-09,전화,기타,21.0,미해결,N,AG18,서울,스탠다드,N
SAT0500,CON0500,C184,2024-08-28,4,6,상담사가 친절했어요.,2024-08-25,전화,요금문의,30.0,완료,N,AG08,서울,스탠다드,N
SAT0501,CON0501,C184,2024-03-09,4,5,도움이 됐습니다.,2024-03-06,앱,해지문의,6.0,완료,N,AG16,서울,스탠다드,N
SAT0502,CON0502,C185,2024-01-19,5,6,문제가 바로 해결됐어요. 최고입니다.,2024-01-16,전화,해지문의,18.0,미해결,N,AG20,기타,베이직,N
SAT0503,CON0503,C185,2024-07-14,3,5,그럭저럭이에요.,2024-07-12,전화,명의변경,22.0,완료,N,AG11,기타,베이직,N
SAT0504,CON0504,C186,2024-12-16,5,7,정말 친절하게 도와주셔서 감사해요!,2024-12-14,전화,장애신고,28.0,재문의,N,AG09,경기,프리미엄,N
SAT0505,CON0505,C186,2024-12-08,2,1,개선이 필요한 것 같아요.,2024-12-07,이메일,해지문의,,미해결,N,AG11,경기,프리미엄,N
SAT0506,CON0506,C186,2024-04-30,4,7,도움이 됐습니다.,2024-04-27,전화,요금문의,12.0,완료,N,AG09,경기,프리미엄,N
SAT0507,CON0507,C186,2024-05-06,5,8,문제가 바로 해결됐어요. 최고입니다.,2024-05-03,전화,기타,10.0,완료,N,AG14,경기,프리미엄,N
SAT0508,CON0508,C187,2024-07-15,3,5,해결은 됐는데 시간이 좀 걸렸어요.,2024-07-13,앱,장애신고,3.0,완료,N,AG15,경기,스탠다드,N
SAT0509,CON0509,C187,2024-10-27,4,6,상담사가 친절했어요.,2024-10-24,전화,부가서비스,18.0,완료,N,AG10,경기,스탠다드,N
SAT0510,CON0510,C188,2024-05-13,4,5,대체로 만족스러웠어요.,2024-05-12,전화,요금문의,20.0,완료,N,AG09,경기,베이직,N
SAT0511,CON0511,C188,2024-02-08,2,6,개선이 필요한 것 같아요.,2024-02-05,채팅,요금문의,8.0,완료,N,AG16,경기,베이직,N
SAT0512,CON0512,C188,2024-07-24,4,9,,2024-07-21,전화,장애신고,3.0,미해결,Y,AG06,경기,베이직,N
SAT0513,CON0513,C188,2024-03-19,3,4,보통이에요.,2024-03-18,전화,요금문의,32.0,미해결,N,AG20,경기,베이직,N
SAT0514,CON0514,C189,2024-06-25,4,7,상담사가 친절했어요.,2024-06-23,채팅,명의변경,8.0,완료,N,AG12,서울,프리미엄,N
SAT0515,CON0515,C189,2024-12-06,2,2,처리가 느렸어요.,2024-12-05,이메일,해지문의,,미해결,N,AG20,서울,프리미엄,N
SAT0516,CON0516,C190,2024-12-31,4,4,,2024-12-30,전화,요금문의,19.0,재문의,N,AG01,서울,스탠다드,N
SAT0517,CON0517,C190,2024-03-23,5,3,정말 친절하게 도와주셔서 감사해요!,2024-03-22,채팅,부가서비스,5.0,미해결,N,AG08,서울,스탠다드,N
SAT0518,CON0518,C191,2024-07-03,3,1,보통이에요.,2024-07-01,이메일,해지문의,,미해결,Y,AG20,경기,스탠다드,N
SAT0519,CON0519,C191,2024-01-05,2,2,개선이 필요한 것 같아요.,2024-01-04,이메일,명의변경,,미해결,Y,AG11,경기,스탠다드,N
SAT0520,CON0520,C191,2024-02-13,2,4,처리가 느렸어요.,2024-02-10,이메일,해지문의,,완료,N,AG20,경기,스탠다드,N
SAT0521,CON0521,C191,2024-08-17,3,9,,2024-08-16,전화,요금문의,32.0,완료,N,AG16,경기,스탠다드,N
SAT0522,CON0522,C192,2024-03-26,5,6,정말 친절하게 도와주셔서 감사해요!,2024-03-25,전화,명의변경,22.0,완료,N,AG10,서울,프리미엄,N
SAT0523,CON0523,C192,2024-12-31,4,9,대체로 만족스러웠어요.,2024-12-28,채팅,장애신고,5.0,미해결,Y,AG19,서울,프리미엄,N
SAT0524,CON0524,C192,2024-11-06,2,8,기대보다 별로였어요.,2024-11-04,채팅,요금문의,0.0,완료,N,AG10,서울,프리미엄,N
SAT0525,CON0525,C192,2024-11-17,2,4,기대보다 별로였어요.,2024-11-14,이메일,해지문의,,재문의,N,AG13,서울,프리미엄,N
SAT0526,CON0526,C193,2024-09-24,3,6,그럭저럭이에요.,2024-09-22,채팅,기타,9.0,완료,N,AG17,경기,베이직,N
SAT0527,CON0527,C193,2024-01-07,3,5,,2024-01-05,채팅,장애신고,9.0,미해결,N,AG04,경기,베이직,N
SAT0528,CON0528,C195,2024-05-19,4,5,도움이 됐습니다.,2024-05-18,채팅,부가서비스,6.0,미해결,Y,AG12,경기,베이직,N
SAT0529,CON0529,C195,2024-12-25,4,6,대체로 만족스러웠어요.,2024-12-24,전화,해지문의,24.0,완료,Y,AG13,경기,베이직,N
SAT0530,CON0530,C195,2024-03-26,2,6,기대보다 별로였어요.,2024-03-23,전화,해지문의,14.0,재문의,N,AG02,경기,베이직,N
SAT0531,CON0531,C196,2024-08-01,4,5,,2024-07-29,채팅,요금문의,4.0,미해결,N,AG19,기타,스탠다드,N
SAT0532,CON0532,C196,2024-10-11,2,5,기대보다 별로였어요.,2024-10-08,이메일,부가서비스,,완료,Y,AG08,기타,스탠다드,N
SAT0533,CON0533,C196,2024-05-28,2,5,기대보다 별로였어요.,2024-05-26,채팅,해지문의,11.0,완료,Y,AG12,기타,스탠다드,N
SAT0534,CON0534,C196,2024-02-18,4,5,상담사가 친절했어요.,2024-02-15,채팅,요금문의,8.0,완료,N,AG14,기타,스탠다드,N
SAT0535,CON0535,C197,2024-02-09,3,7,,2024-02-07,채팅,요금문의,8.0,완료,Y,AG04,대구,프리미엄,N
SAT0536,CON0536,C197,2024-07-23,3,6,그럭저럭이에요.,2024-07-20,채팅,해지문의,12.0,미해결,N,AG08,대구,프리미엄,N
SAT0537,CON0537,C198,2024-10-28,3,7,,2024-10-25,앱,요금문의,8.0,완료,N,AG16,서울,스탠다드,N
SAT0538,CON0538,C198,2024-03-09,4,2,도움이 됐습니다.,2024-03-08,채팅,요금문의,5.0,완료,N,AG14,서울,스탠다드,N
SAT0539,CON0539,C199,2024-01-30,4,8,상담사가 친절했어요.,2024-01-27,채팅,요금문의,12.0,미해결,N,AG20,서울,프리미엄,N
SAT0540,CON0540,C199,2024-02-12,5,6,빠른 처리에 매우 만족합니다.,2024-02-09,채팅,장애신고,4.0,완료,Y,AG04,서울,프리미엄,N
SAT0541,CON0541,C201,2024-03-18,3,5,그럭저럭이에요.,2024-03-15,전화,해지문의,25.0,완료,N,AG08,부산,베이직,N
SAT0542,CON0542,C201,2024-05-19,3,9,해결은 됐는데 시간이 좀 걸렸어요.,2024-05-17,채팅,해지문의,7.0,완료,N,AG08,부산,베이직,N
SAT0543,CON0543,C201,2024-06-23,3,6,,2024-06-21,전화,요금문의,10.0,완료,N,AG04,부산,베이직,N
SAT0544,CON0544,C201,2024-11-01,4,4,,2024-10-30,전화,장애신고,7.0,완료,N,AG01,부산,베이직,N
SAT0545,CON0545,C202,2024-02-24,4,5,상담사가 친절했어요.,2024-02-23,전화,기타,9.0,완료,N,AG15,서울,베이직,N
SAT0546,CON0546,C202,2024-05-09,4,5,도움이 됐습니다.,2024-05-07,전화,요금문의,24.0,완료,N,AG09,서울,베이직,N
SAT0547,CON0547,C203,2024-07-24,4,5,대체로 만족스러웠어요.,2024-07-22,앱,부가서비스,6.0,완료,Y,AG14,인천,베이직,N
SAT0548,CON0548,C203,2024-02-17,3,8,그럭저럭이에요.,2024-02-14,전화,해지문의,23.0,완료,N,AG11,인천,베이직,N
SAT0549,CON0549,C204,2024-12-14,3,4,보통이에요.,2024-12-13,이메일,기타,,완료,N,AG13,기타,스탠다드,N
SAT0550,CON0550,C204,2024-10-03,2,5,,2024-10-02,전화,요금문의,11.0,완료,N,AG04,기타,스탠다드,N
SAT0551,CON0551,C204,2024-09-10,4,6,도움이 됐습니다.,2024-09-08,채팅,장애신고,8.0,재문의,N,AG13,기타,스탠다드,N
SAT0552,CON0552,C204,2024-07-07,3,5,,2024-07-06,채팅,명의변경,2.0,완료,N,AG13,기타,스탠다드,N
SAT0553,CON0553,C205,2024-04-26,3,6,,2024-04-23,전화,해지문의,14.0,완료,N,AG17,인천,프리미엄,N
SAT0554,CON0554,C206,2024-08-02,5,4,문제가 바로 해결됐어요. 최고입니다.,2024-07-30,전화,기타,26.0,재문의,N,AG09,인천,프리미엄,N
SAT0555,CON0555,C207,2024-09-17,2,6,,2024-09-15,전화,장애신고,13.0,완료,Y,AG10,인천,스탠다드,Y
SAT0556,CON0556,C207,2024-09-16,4,9,,2024-09-13,전화,기타,13.0,완료,Y,AG06,인천,스탠다드,Y
SAT0557,CON0557,C207,2024-09-12,3,6,그럭저럭이에요.,2024-09-11,전화,요금문의,11.0,미해결,N,AG06,인천,스탠다드,Y
SAT0558,CON0558,C207,2024-09-21,2,1,처리가 느렸어요.,2024-09-20,전화,부가서비스,21.0,완료,N,AG04,인천,스탠다드,Y
SAT0559,CON0559,C207,2024-09-03,4,3,상담사가 친절했어요.,2024-09-02,채팅,해지문의,10.0,미해결,N,AG17,인천,스탠다드,Y
SAT0560,CON0560,C208,2024-02-11,3,8,해결은 됐는데 시간이 좀 걸렸어요.,2024-02-08,채팅,명의변경,14.0,완료,N,AG04,경기,프리미엄,N
SAT0561,CON0561,C209,2024-06-05,4,5,상담사가 친절했어요.,2024-06-02,채팅,요금문의,14.0,완료,Y,AG02,서울,스탠다드,N
SAT0562,CON0562,C209,2024-09-12,2,0,,2024-09-09,이메일,요금문의,,완료,N,AG09,서울,스탠다드,N
SAT0563,CON0563,C209,2024-06-06,4,4,대체로 만족스러웠어요.,2024-06-05,앱,해지문의,6.0,완료,N,AG10,서울,스탠다드,N
